epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,40.2063,0.59993,0.64704,0.99926,0.99715,1,0.995,0.88972,0.45446,0.60944,0.83284,0.0015644,0.0015644,0.0015644
24,41.7665,0.5496,0.58264,0.96952,0.97147,1,0.99455,0.89919,0.42755,0.62198,0.82902,0.0015446,0.0015446,0.0015446
25,43.3009,0.57896,0.56383,0.97284,0.982,0.97674,0.9933,0.90206,0.42106,0.91452,0.81848,0.0015248,0.0015248,0.0015248
26,44.8808,0.57351,0.57718,0.96745,0.9787,0.97674,0.99455,0.91712,0.46091,0.70232,0.83024,0.001505,0.001505,0.001505
27,46.4307,0.56297,0.56048,0.94503,0.92075,1,0.9762,0.8527,0.48906,0.85969,0.89994,0.0014852,0.0014852,0.0014852
28,48.0354,0.55477,0.53327,0.992,0.99553,1,0.995,0.89168,0.48543,0.72385,0.86113,0.0014654,0.0014654,0.0014654
29,49.6014,0.56452,0.51215,0.97684,0.93905,1,0.99455,0.91899,0.44226,0.57416,0.83953,0.0014456,0.0014456,0.0014456
30,51.166,0.58661,0.52403,0.97616,0.9982,1,0.995,0.89509,0.51029,0.58589,0.89787,0.0014258,0.0014258,0.0014258
31,52.7604,0.59228,0.52819,1.00651,0.99734,1,0.995,0.93321,0.40983,0.60258,0.79968,0.001406,0.001406,0.001406
32,54.3142,0.55621,0.49932,0.95777,0.9981,1,0.995,0.90073,0.40639,0.54239,0.81496,0.0013862,0.0013862,0.0013862
33,55.8601,0.50548,0.4519,0.95235,0.99754,1,0.995,0.91418,0.39041,0.42208,0.81007,0.0013664,0.0013664,0.0013664
34,57.4246,0.49294,0.43999,0.91494,0.99072,1,0.995,0.91658,0.40611,0.47594,0.81752,0.0013466,0.0013466,0.0013466
35,58.9702,0.59078,0.48232,0.96727,0.98987,1,0.995,0.91306,0.40463,0.47593,0.82576,0.0013268,0.0013268,0.0013268
36,60.5402,0.54448,0.45702,0.97127,0.99658,1,0.995,0.89815,0.44146,0.42528,0.83123,0.001307,0.001307,0.001307
37,62.0945,0.5337,0.44847,0.96058,0.99772,1,0.995,0.92217,0.40395,0.39797,0.80906,0.0012872,0.0012872,0.0012872
38,63.7435,0.54046,0.46353,0.95809,0.99708,1,0.995,0.92657,0.36984,0.38009,0.81283,0.0012674,0.0012674,0.0012674
39,65.3256,0.53681,0.455,0.96185,0.99533,1,0.995,0.91894,0.40923,0.4282,0.82486,0.0012476,0.0012476,0.0012476
40,66.9146,0.51444,0.44233,0.95143,0.99573,1,0.995,0.92615,0.36687,0.36732,0.79836,0.0012278,0.0012278,0.0012278
41,68.4851,0.49692,0.4428,0.92723,0.99805,1,0.995,0.92405,0.37269,0.35108,0.8203,0.001208,0.001208,0.001208
42,70.0285,0.52765,0.44677,0.96514,0.99868,1,0.995,0.93224,0.33837,0.31157,0.79518,0.0011882,0.0011882,0.0011882
43,71.5767,0.50647,0.4284,0.94193,0.99866,1,0.995,0.94025,0.35095,0.29913,0.7881,0.0011684,0.0011684,0.0011684
44,73.1847,0.46541,0.41282,0.91839,0.99857,1,0.995,0.93985,0.36313,0.30031,0.79821,0.0011486,0.0011486,0.0011486
45,74.7552,0.51422,0.43475,0.95499,0.99809,1,0.995,0.93992,0.36529,0.29991,0.79604,0.0011288,0.0011288,0.0011288
46,76.3811,0.52389,0.41567,0.9295,0.99857,1,0.995,0.94865,0.34932,0.28935,0.78993,0.001109,0.001109,0.001109
47,77.9216,0.50909,0.4152,0.93336,0.99645,1,0.995,0.94257,0.33388,0.29446,0.78573,0.0010892,0.0010892,0.0010892
48,79.4994,0.50288,0.40575,0.96761,0.99764,1,0.995,0.95387,0.31851,0.28469,0.77315,0.0010694,0.0010694,0.0010694
49,81.0595,0.4563,0.3776,0.93322,0.99767,1,0.995,0.95742,0.32084,0.29935,0.78076,0.0010496,0.0010496,0.0010496
50,82.6606,0.52276,0.41788,0.95123,0.99843,1,0.995,0.9444,0.35143,0.31471,0.79232,0.0010298,0.0010298,0.0010298
51,84.2356,0.47943,0.41721,0.94437,0.99825,1,0.995,0.95335,0.32056,0.28836,0.77452,0.00101,0.00101,0.00101
52,85.7753,0.49329,0.39812,0.94472,0.99851,1,0.995,0.95505,0.30957,0.27751,0.77815,0.0009902,0.0009902,0.0009902
53,87.3259,0.49897,0.39791,0.93377,0.99871,1,0.995,0.96277,0.29523,0.27034,0.77225,0.0009704,0.0009704,0.0009704
54,88.8987,0.46609,0.38223,0.91694,0.99868,1,0.995,0.96261,0.32293,0.26069,0.77728,0.0009506,0.0009506,0.0009506
55,90.4532,0.48683,0.38101,0.94817,0.99862,1,0.995,0.95746,0.30616,0.25007,0.76848,0.0009308,0.0009308,0.0009308
56,92.0596,0.45637,0.36735,0.95066,0.99874,1,0.995,0.96395,0.29513,0.24894,0.76239,0.000911,0.000911,0.000911
57,93.6268,0.44803,0.38258,0.90912,0.99875,1,0.995,0.96963,0.29951,0.23602,0.76687,0.0008912,0.0008912,0.0008912
58,95.1583,0.43849,0.36659,0.91866,0.99856,1,0.995,0.95603,0.28695,0.22113,0.75946,0.0008714,0.0008714,0.0008714
59,96.7115,0.44731,0.36126,0.91216,0.99816,1,0.995,0.96604,0.28667,0.23698,0.75763,0.0008516,0.0008516,0.0008516
60,98.284,0.46775,0.36054,0.93558,0.99779,1,0.995,0.95677,0.2892,0.24057,0.76227,0.0008318,0.0008318,0.0008318
61,99.8322,0.48223,0.3668,0.95008,0.99756,1,0.995,0.95181,0.28712,0.24493,0.76238,0.000812,0.000812,0.000812
62,101.356,0.46563,0.3455,0.92501,0.99631,1,0.995,0.97052,0.29911,0.24733,0.76923,0.0007922,0.0007922,0.0007922
63,102.902,0.41468,0.3394,0.89991,0.99605,1,0.995,0.96411,0.28782,0.23303,0.76837,0.0007724,0.0007724,0.0007724
64,104.468,0.43607,0.32639,0.93217,0.99818,1,0.995,0.97001,0.27335,0.24444,0.76124,0.0007526,0.0007526,0.0007526
65,106.011,0.47939,0.36525,0.93523,0.99846,1,0.995,0.96865,0.28713,0.26023,0.7631,0.0007328,0.0007328,0.0007328
66,107.563,0.45433,0.35859,0.96236,0.9986,1,0.995,0.97143,0.28599,0.2506,0.76669,0.000713,0.000713,0.000713
67,109.117,0.43821,0.33039,0.9167,0.99861,1,0.995,0.95973,0.31111,0.24284,0.77165,0.0006932,0.0006932,0.0006932
68,110.682,0.43189,0.33719,0.9412,0.99856,1,0.995,0.95384,0.2966,0.24026,0.76924,0.0006734,0.0006734,0.0006734
69,112.246,0.45058,0.35228,0.94023,0.99847,1,0.995,0.95261,0.30307,0.22205,0.77156,0.0006536,0.0006536,0.0006536
70,113.82,0.41307,0.32613,0.90146,0.99847,1,0.995,0.96442,0.29941,0.21519,0.77077,0.0006338,0.0006338,0.0006338
71,115.403,0.41818,0.31983,0.9211,0.99841,1,0.995,0.96413,0.28835,0.21314,0.76465,0.000614,0.000614,0.000614
72,117.025,0.45035,0.34091,0.9327,0.99839,1,0.995,0.95647,0.30012,0.21548,0.76796,0.0005942,0.0005942,0.0005942
73,118.578,0.42702,0.3161,0.91488,0.99847,1,0.995,0.96738,0.28877,0.21171,0.76624,0.0005744,0.0005744,0.0005744
74,120.176,0.46425,0.34382,0.9469,0.99874,1,0.995,0.9842,0.29399,0.20873,0.76452,0.0005546,0.0005546,0.0005546
75,121.718,0.44537,0.34756,0.92632,0.99872,1,0.995,0.98383,0.27517,0.19396,0.75944,0.0005348,0.0005348,0.0005348
76,123.261,0.408,0.30259,0.91277,0.99871,1,0.995,0.97746,0.25035,0.19637,0.75653,0.000515,0.000515,0.000515
77,124.8,0.40927,0.32741,0.91187,0.99873,1,0.995,0.96657,0.25991,0.22403,0.75955,0.0004952,0.0004952,0.0004952
78,126.378,0.42055,0.33389,0.92696,0.99869,1,0.995,0.97554,0.23066,0.19727,0.75174,0.0004754,0.0004754,0.0004754
79,127.888,0.40248,0.30242,0.90635,0.99872,1,0.995,0.97367,0.23823,0.20583,0.7553,0.0004556,0.0004556,0.0004556
80,129.458,0.40709,0.30718,0.92659,0.99875,1,0.995,0.97656,0.2405,0.1885,0.75477,0.0004358,0.0004358,0.0004358
81,131.011,0.41613,0.31394,0.9078,0.99874,1,0.995,0.98424,0.23444,0.19198,0.74991,0.000416,0.000416,0.000416
82,132.557,0.4123,0.32025,0.90314,0.99872,1,0.995,0.98346,0.23789,0.18689,0.75298,0.0003962,0.0003962,0.0003962
83,134.095,0.40996,0.30933,0.92119,0.99875,1,0.995,0.97854,0.24061,0.18961,0.75632,0.0003764,0.0003764,0.0003764
84,135.592,0.39282,0.30575,0.90995,0.99874,1,0.995,0.97971,0.23952,0.18512,0.75506,0.0003566,0.0003566,0.0003566
85,137.138,0.38849,0.31261,0.90846,0.9987,1,0.995,0.97754,0.23532,0.17802,0.75127,0.0003368,0.0003368,0.0003368
86,138.667,0.38107,0.29137,0.91015,0.99869,1,0.995,0.98411,0.23334,0.16755,0.75017,0.000317,0.000317,0.000317
87,140.209,0.35984,0.29884,0.89479,0.99874,1,0.995,0.98569,0.23554,0.17453,0.75313,0.0002972,0.0002972,0.0002972
88,141.8,0.37733,0.30334,0.89585,0.99875,1,0.995,0.98019,0.23527,0.17515,0.75809,0.0002774,0.0002774,0.0002774
89,143.337,0.36973,0.29137,0.89518,0.99876,1,0.995,0.98207,0.22611,0.16873,0.75188,0.0002576,0.0002576,0.0002576
90,144.89,0.38392,0.28175,0.90921,0.99876,1,0.995,0.98155,0.2316,0.17474,0.7487,0.0002378,0.0002378,0.0002378
91,163.09,0.23614,0.2282,0.80604,0.99876,1,0.995,0.97937,0.2333,0.17814,0.74917,0.000218,0.000218,0.000218
92,164.64,0.23227,0.22049,0.83279,0.99872,1,0.995,0.97939,0.23093,0.17592,0.75032,0.0001982,0.0001982,0.0001982
93,166.186,0.2258,0.21217,0.81675,0.99874,1,0.995,0.98228,0.22613,0.17666,0.74963,0.0001784,0.0001784,0.0001784
94,167.728,0.23481,0.21222,0.82365,0.99871,1,0.995,0.97764,0.2237,0.17652,0.7478,0.0001586,0.0001586,0.0001586
95,169.286,0.22945,0.21235,0.82785,0.99871,1,0.995,0.97691,0.21916,0.17,0.74696,0.0001388,0.0001388,0.0001388
96,170.831,0.2311,0.21428,0.82854,0.99874,1,0.995,0.97941,0.21954,0.16183,0.74598,0.000119,0.000119,0.000119
97,172.401,0.22752,0.20281,0.80544,0.99875,1,0.995,0.9823,0.21694,0.16074,0.74561,9.92e-05,9.92e-05,9.92e-05
98,173.968,0.21657,0.20253,0.81611,0.99879,1,0.995,0.98301,0.21442,0.16011,0.745,7.94e-05,7.94e-05,7.94e-05
99,175.52,0.21972,0.19659,0.7857,0.99876,1,0.995,0.9826,0.21398,0.15815,0.74487,5.96e-05,5.96e-05,5.96e-05
100,177.088,0.22738,0.19801,0.80409,0.99876,1,0.995,0.98261,0.21271,0.15698,0.74451,3.98e-05,3.98e-05,3.98e-05
