epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,47.9813,0.35243,0.47577,0.87051,0.99788,1,0.995,0.94914,0.31779,0.49141,0.701,0.0011486,0.0011486,0.0011486
45,48.98,0.35939,0.46494,0.84774,1,0.9995,0.995,0.9739,0.28176,0.48138,0.69801,0.0011288,0.0011288,0.0011288
46,50.0087,0.35901,0.4527,0.87465,0.99773,1,0.995,0.96986,0.25136,0.40275,0.69221,0.001109,0.001109,0.001109
47,51.0217,0.40503,0.47219,0.90229,0.99708,1,0.995,0.96951,0.25589,0.36638,0.69063,0.0010892,0.0010892,0.0010892
48,52.0626,0.3419,0.44755,0.8727,0.99837,1,0.995,0.96957,0.24759,0.32338,0.69127,0.0010694,0.0010694,0.0010694
49,53.0633,0.36868,0.45576,0.88509,0.99865,1,0.995,0.97254,0.25795,0.32994,0.6907,0.0010496,0.0010496,0.0010496
50,54.1258,0.32127,0.42988,0.8558,0.99899,1,0.995,0.995,0.22305,0.3022,0.68713,0.0010298,0.0010298,0.0010298
51,55.1354,0.32584,0.41473,0.84725,0.99843,1,0.995,0.98941,0.22818,0.29707,0.6863,0.00101,0.00101,0.00101
52,56.1876,0.33383,0.41807,0.85747,0.99781,1,0.995,0.99021,0.22195,0.29017,0.68553,0.0009902,0.0009902,0.0009902
53,57.2046,0.33063,0.42241,0.8479,0.99788,1,0.995,0.99021,0.21322,0.27783,0.68479,0.0009704,0.0009704,0.0009704
54,58.2728,0.30176,0.39251,0.83181,0.99794,1,0.995,0.995,0.20546,0.26362,0.68488,0.0009506,0.0009506,0.0009506
55,59.3107,0.35601,0.41518,0.87868,0.99796,1,0.995,0.98765,0.20566,0.25552,0.68388,0.0009308,0.0009308,0.0009308
56,60.3616,0.32497,0.40668,0.86268,0.99792,1,0.995,0.995,0.19094,0.24302,0.68241,0.000911,0.000911,0.000911
57,61.3793,0.32492,0.40062,0.8535,0.99797,1,0.995,0.98941,0.19054,0.2378,0.68289,0.0008912,0.0008912,0.0008912
58,62.4161,0.3562,0.41421,0.87194,0.99793,1,0.995,0.9797,0.22162,0.25191,0.6868,0.0008714,0.0008714,0.0008714
59,63.4526,0.34626,0.39362,0.85234,0.99795,1,0.995,0.97514,0.21311,0.24621,0.68661,0.0008516,0.0008516,0.0008516
60,64.4906,0.29019,0.36923,0.84364,0.99795,1,0.995,0.995,0.19219,0.23928,0.6856,0.0008318,0.0008318,0.0008318
61,65.5174,0.30346,0.3684,0.84355,0.99793,1,0.995,0.995,0.18708,0.22295,0.68453,0.000812,0.000812,0.000812
62,66.5627,0.34701,0.37687,0.87903,0.99793,1,0.995,0.995,0.16863,0.21419,0.68256,0.0007922,0.0007922,0.0007922
63,67.5606,0.29543,0.34899,0.84986,0.9979,1,0.995,0.995,0.17116,0.21805,0.68218,0.0007724,0.0007724,0.0007724
64,68.6112,0.30022,0.35296,0.856,0.99788,1,0.995,0.9883,0.1754,0.22933,0.68163,0.0007526,0.0007526,0.0007526
65,69.6462,0.30309,0.37967,0.84812,0.99788,1,0.995,0.9891,0.1728,0.21873,0.68289,0.0007328,0.0007328,0.0007328
66,70.6661,0.2899,0.33704,0.83278,0.99785,1,0.995,0.98353,0.1736,0.21549,0.68349,0.000713,0.000713,0.000713
67,71.7065,0.30152,0.34895,0.83689,0.99784,1,0.995,0.98893,0.17453,0.21957,0.6844,0.0006932,0.0006932,0.0006932
68,72.7579,0.29183,0.3459,0.84275,0.99779,1,0.995,0.995,0.18664,0.21407,0.68263,0.0006734,0.0006734,0.0006734
69,73.7942,0.27667,0.33227,0.83272,0.99787,1,0.995,0.995,0.17753,0.22324,0.68212,0.0006536,0.0006536,0.0006536
