epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,204.214,0.48294,0.32767,0.96847,0.97544,1,0.99364,0.95052,0.32555,0.23511,0.78526,0.00173864,0.00173864,0.00173864
134,205.774,0.44136,0.31859,0.92025,0.97555,1,0.99409,0.94121,0.33176,0.26688,0.80468,0.00173666,0.00173666,0.00173666
135,207.258,0.50534,0.33686,0.94465,0.96151,0.93023,0.97287,0.89267,0.41648,0.43134,0.85153,0.00173468,0.00173468,0.00173468
136,208.811,0.43271,0.3192,0.91782,0.98291,0.95349,0.97701,0.91408,0.36832,0.36269,0.81687,0.0017327,0.0017327,0.0017327
137,210.329,0.44315,0.30404,0.94312,0.99868,1,0.995,0.95527,0.31565,0.21567,0.78528,0.00173072,0.00173072,0.00173072
138,211.859,0.49739,0.32256,0.94044,0.99859,1,0.995,0.96386,0.3141,0.23961,0.78621,0.00172874,0.00172874,0.00172874
139,213.435,0.48436,0.32587,0.94837,0.99819,1,0.995,0.97602,0.29814,0.22545,0.77702,0.00172676,0.00172676,0.00172676
140,214.974,0.43384,0.30312,0.92962,0.99863,1,0.995,0.97523,0.29252,0.20914,0.77253,0.00172478,0.00172478,0.00172478
141,216.445,0.42822,0.29728,0.89328,0.99853,1,0.995,0.96239,0.29581,0.2184,0.77373,0.0017228,0.0017228,0.0017228
142,218.006,0.47861,0.32833,0.94058,0.99856,1,0.995,0.95539,0.30404,0.21706,0.77437,0.00172082,0.00172082,0.00172082
143,219.559,0.46846,0.32471,0.95238,0.99786,1,0.995,0.96889,0.29861,0.22173,0.77332,0.00171884,0.00171884,0.00171884
144,221.104,0.46437,0.33104,0.9256,0.99195,1,0.995,0.96825,0.29862,0.26693,0.77705,0.00171686,0.00171686,0.00171686
145,222.641,0.4865,0.34145,0.93249,0.99681,1,0.995,0.97098,0.29825,0.24607,0.78054,0.00171488,0.00171488,0.00171488
146,224.213,0.45495,0.31706,0.93012,0.99844,1,0.995,0.96627,0.31412,0.23164,0.7778,0.0017129,0.0017129,0.0017129
147,225.766,0.46278,0.32317,0.93232,0.99864,1,0.995,0.94462,0.32846,0.22375,0.78728,0.00171092,0.00171092,0.00171092
148,227.271,0.48885,0.34696,0.96088,0.9983,1,0.995,0.9555,0.35141,0.26583,0.80213,0.00170894,0.00170894,0.00170894
149,228.766,0.51943,0.35083,0.94349,0.99867,1,0.995,0.96363,0.33247,0.23804,0.78501,0.00170696,0.00170696,0.00170696
150,230.292,0.45194,0.31909,0.92275,0.994,1,0.995,0.95675,0.331,0.3153,0.79296,0.00170498,0.00170498,0.00170498
151,231.803,0.53104,0.3516,0.96112,0.9971,1,0.995,0.96827,0.31415,0.56631,0.78429,0.001703,0.001703,0.001703
152,233.368,0.45957,0.32715,0.93807,0.99602,1,0.995,0.94553,0.31758,0.2363,0.78318,0.00170102,0.00170102,0.00170102
153,234.885,0.47152,0.34465,0.92852,0.97669,1,0.995,0.96176,0.31342,0.27129,0.78006,0.00169904,0.00169904,0.00169904
154,236.397,0.44751,0.34523,0.9143,0.92825,0.90698,0.96808,0.92294,0.36993,0.57951,0.78118,0.00169706,0.00169706,0.00169706
155,237.927,0.44329,0.31393,0.91225,0.96503,0.95349,0.98217,0.93492,0.34508,0.48111,0.7819,0.00169508,0.00169508,0.00169508
156,239.457,0.43829,0.30187,0.91195,0.9681,0.97674,0.99009,0.96707,0.31027,0.35057,0.77429,0.0016931,0.0016931,0.0016931
157,240.951,0.43968,0.31435,0.93299,0.99085,1,0.995,0.95527,0.31291,0.25189,0.78966,0.00169112,0.00169112,0.00169112
158,242.523,0.47693,0.33111,0.9313,0.9986,1,0.995,0.96576,0.30045,0.22492,0.77316,0.00168914,0.00168914,0.00168914
159,244.041,0.44077,0.30238,0.91714,0.99858,1,0.995,0.94982,0.30696,0.21869,0.77188,0.00168716,0.00168716,0.00168716
160,245.551,0.5012,0.32719,0.95931,0.99781,1,0.995,0.95489,0.31884,0.2547,0.78229,0.00168518,0.00168518,0.00168518
161,247.086,0.47828,0.3133,0.93157,0.99872,1,0.995,0.97664,0.29377,0.22734,0.7708,0.0016832,0.0016832,0.0016832
162,248.63,0.4614,0.32791,0.92314,0.99861,1,0.995,0.98022,0.26912,0.20589,0.76546,0.00168122,0.00168122,0.00168122
163,250.152,0.45066,0.32021,0.92757,0.99844,1,0.995,0.96532,0.28399,0.19792,0.76871,0.00167924,0.00167924,0.00167924
164,251.646,0.46003,0.31612,0.9631,0.99858,1,0.995,0.96496,0.27545,0.20568,0.76641,0.00167726,0.00167726,0.00167726
165,253.15,0.40583,0.28424,0.89261,0.99852,1,0.995,0.97597,0.26568,0.19937,0.76485,0.00167528,0.00167528,0.00167528
166,254.678,0.47742,0.31651,0.93188,0.99838,1,0.995,0.96783,0.28953,0.21664,0.76902,0.0016733,0.0016733,0.0016733
167,256.176,0.45842,0.30964,0.95588,0.99807,1,0.995,0.95772,0.29457,0.21041,0.76403,0.00167132,0.00167132,0.00167132
168,257.706,0.43582,0.29749,0.91828,0.99745,1,0.995,0.96133,0.28988,0.20383,0.76749,0.00166934,0.00166934,0.00166934
169,259.218,0.4478,0.30689,0.92699,0.99779,1,0.995,0.94584,0.30791,0.21182,0.7787,0.00166736,0.00166736,0.00166736
170,260.754,0.4265,0.30606,0.90155,0.99852,1,0.995,0.95129,0.31167,0.24478,0.77689,0.00166538,0.00166538,0.00166538
171,262.24,0.43133,0.3016,0.91673,0.99745,1,0.995,0.94827,0.31598,0.26306,0.77971,0.0016634,0.0016634,0.0016634
172,263.769,0.43549,0.31287,0.92239,0.99619,1,0.995,0.97094,0.29605,0.40617,0.7675,0.00166142,0.00166142,0.00166142
173,265.26,0.45768,0.31912,0.9383,0.99718,1,0.995,0.94537,0.30934,0.27873,0.76945,0.00165944,0.00165944,0.00165944
174,266.759,0.46659,0.32308,0.92972,0.9965,1,0.995,0.94554,0.32798,0.25433,0.78654,0.00165746,0.00165746,0.00165746
